,macd1,macd2,macd3,macd4,macd5,zero_axis,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
825,-0.32199587552707004,-0.12839512740912742,-0.2363894949632761,-0.28361596125052946,-0.43890541662246696,-1,130.2794189453125,132.71669006347656,132.3811798095703,133.05218505859375,131.34512329101562,131.72994995117188,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031
826,-0.12839512740912742,-0.2363894949632761,-0.28361596125052946,-0.43890541662246696,-0.2523465704012142,-1,132.71669006347656,132.3811798095703,133.05218505859375,131.34512329101562,131.72994995117188,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266
827,-0.2363894949632761,-0.28361596125052946,-0.43890541662246696,-0.2523465704012142,0.06251312482295446,-1,132.3811798095703,133.05218505859375,131.34512329101562,131.72994995117188,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125
828,-0.28361596125052946,-0.43890541662246696,-0.2523465704012142,0.06251312482295446,0.1340023764628297,-1,133.05218505859375,131.34512329101562,131.72994995117188,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672
829,-0.43890541662246696,-0.2523465704012142,0.06251312482295446,0.1340023764628297,0.07818099347026519,-1,131.34512329101562,131.72994995117188,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531
830,-0.2523465704012142,0.06251312482295446,0.1340023764628297,0.07818099347026519,0.06246151831955693,-1,131.72994995117188,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625
831,0.06251312482295446,0.1340023764628297,0.07818099347026519,0.06246151831955693,0.24754905111000625,-1,130.19061279296875,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922
832,0.1340023764628297,0.07818099347026519,0.06246151831955693,0.24754905111000625,0.1814615995751126,-1,132.53907775878906,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625
833,0.07818099347026519,0.06246151831955693,0.24754905111000625,0.1814615995751126,0.2568182180430404,-1,132.93377685546875,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656
834,0.06246151831955693,0.24754905111000625,0.1814615995751126,0.2568182180430404,0.2486898647662001,0,132.60812377929688,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281
835,0.24754905111000625,0.1814615995751126,0.2568182180430404,0.2486898647662001,0.21426256943913805,0,131.80886840820312,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039
836,0.1814615995751126,0.2568182180430404,0.2486898647662001,0.21426256943913805,0.07132282836366441,-1,131.71022033691406,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219
837,0.2568182180430404,0.2486898647662001,0.21426256943913805,0.07132282836366441,-0.033081487815057486,-1,129.71701049804688,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422
838,0.2486898647662001,0.21426256943913805,0.07132282836366441,-0.033081487815057486,-0.08171812831906536,-1,130.7826690673828,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461
839,0.21426256943913805,0.07132282836366441,-0.033081487815057486,-0.08171812831906536,-0.025434583120907378,-1,126.15484619140625,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125
840,0.07132282836366441,-0.033081487815057486,-0.08171812831906536,-0.025434583120907378,-0.08769654990023423,-1,126.40154266357422,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875
841,-0.033081487815057486,-0.08171812831906536,-0.025434583120907378,-0.08769654990023423,0.06947185123319369,-1,128.01979064941406,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875,124.43183898925781
842,-0.08171812831906536,-0.025434583120907378,-0.08769654990023423,0.06947185123319369,0.13286719521419557,-1,128.7018280029297,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875,124.43183898925781,124.44171905517578
843,-0.025434583120907378,-0.08769654990023423,0.06947185123319369,0.13286719521419557,0.20066555868017383,0,125.3807144165039,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875,124.43183898925781,124.44171905517578,125.27198791503906
844,-0.08769654990023423,0.06947185123319369,0.13286719521419557,0.20066555868017383,0.22592908055895777,0,124.45160675048828,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875,124.43183898925781,124.44171905517578,125.27198791503906,125.65747833251953
845,0.06947185123319369,0.13286719521419557,0.20066555868017383,0.22592908055895777,0.13329081029292114,1,121.34797668457031,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875,124.43183898925781,124.44171905517578,125.27198791503906,125.65747833251953,124.6492919921875
846,0.13286719521419557,0.20066555868017383,0.22592908055895777,0.13329081029292114,0.15563122498835025,1,123.52249908447266,125.9737548828125,124.80742645263672,123.40388488769531,123.2457275390625,125.83538055419922,123.9771728515625,125.62782287597656,125.43013000488281,125.3807144165039,123.82890319824219,123.16667938232422,122.8404769897461,123.6114501953125,122.10906982421875,124.43183898925781,124.44171905517578,125.27198791503906,125.65747833251953,124.6492919921875,125.87492370605469
